age,years_employed,annual_income,loan_amount,loan_term_months,credit_score,num_credit_lines,num_late_payments,debt_to_income_ratio,months_since_derogatory,has_mortgage,num_dependents,savings_balance,checking_balance,loan_to_income_ratio,high_risk
20,9,55238,16309,60,582,14,3,0.31,3,0,0,6058,8206,0.3,0
45,3,58252,24439,36,634,2,0,0.29,14,1,2,2043,685,0.42,0
33,2,93269,28833,60,702,13,1,0.55,63,0,1,23294,271,0.31,0
57,0,32824,10646,48,676,4,0,0.43,118,1,3,611,4289,0.32,1
56,0,97059,14576,60,524,10,3,0.33,14,1,3,8031,264,0.15,1
30,8,37813,13771,60,750,3,1,0.33,65,0,2,5718,1555,0.36,0
55,4,144640,32659,48,786,12,0,0.38,21,0,2,21217,2455,0.23,0
32,8,66129,8214,24,609,2,3,0.43,37,1,0,1554,17446,0.12,0
62,11,30942,10109,60,497,1,1,0.54,1,1,0,11464,990,0.33,1
22,8,17806,8096,12,711,3,0,0.29,24,0,2,8712,1074,0.45,0
52,2,73457,5599,60,596,10,1,0.2,2,0,1,6587,3741,0.08,0
25,5,40656,15501,12,692,6,0,0.27,9,1,1,1696,3505,0.38,0
69,2,45352,34918,48,826,9,0,0.22,25,1,2,1943,1239,0.77,0
29,2,71904,11859,60,526,11,2,0.12,49,0,2,3444,2216,0.16,1
24,6,81243,7870,48,586,5,2,0.56,24,0,0,2688,803,0.1,1
42,1,90386,14944,48,634,3,0,0.48,82,0,0,22295,2955,0.17,0
29,0,27243,19024,24,753,14,1,0.01,49,1,0,5782,313,0.7,0
63,1,100002,12163,60,850,5,3,0.38,5,0,2,12755,44293,0.12,0
21,3,36697,31011,12,669,5,1,0.29,14,1,1,861,3996,0.85,1
32,11,15865,8205,12,519,5,1,0.28,33,0,3,538,538,0.52,1
59,3,27194,11246,60,622,12,2,0.0,83,0,2,3970,1346,0.41,0
21,7,54666,15956,24,588,12,1,0.35,120,0,0,1060,567,0.29,0
39,4,30049,16911,24,707,7,0,0.36,43,0,0,5155,734,0.56,0
20,9,46909,13743,24,680,5,1,0.17,25,1,1,1786,2282,0.29,0
56,9,58053,6203,12,566,7,0,0.59,42,1,3,7096,8356,0.11,1
28,9,44770,54328,48,583,9,2,0.47,9,0,0,1920,1617,1.21,1
36,0,38285,11596,24,621,5,2,0.19,10,0,2,9636,225,0.3,0
28,5,26229,14273,12,630,2,1,0.5,31,1,0,1707,920,0.54,1
30,8,49561,19342,12,646,5,2,0.28,61,0,0,524,989,0.39,0
34,6,17457,9118,48,653,8,2,0.51,105,0,3,13673,1993,0.52,0
43,7,34787,13823,60,748,12,0,0.13,12,0,0,1953,1548,0.4,0
57,5,30825,8898,60,618,4,2,0.38,47,1,2,25514,160,0.29,0
54,2,43491,17142,24,606,2,3,0.17,57,0,0,2276,653,0.39,1
49,0,44061,11320,24,542,10,0,0.22,29,1,2,1831,534,0.26,0
50,2,79219,15697,48,632,3,5,0.06,12,0,2,3495,4852,0.2,0
68,15,108200,7130,24,670,9,2,0.16,28,0,3,2508,1321,0.07,0
24,3,28032,8124,48,512,9,1,0.16,26,0,0,5718,200,0.29,0
63,0,132775,5889,12,622,8,1,0.15,27,0,0,7967,695,0.04,0
69,7,33201,8722,24,742,8,0,0.38,28,1,1,9558,6582,0.26,0
33,8,53437,2852,12,701,8,3,0.09,56,1,0,4434,935,0.05,0
30,10,63286,11111,36,679,8,1,0.39,5,0,2,811,856,0.18,1
28,6,166423,9695,48,699,8,1,0.5,13,1,1,38875,1499,0.06,0
53,8,37378,14625,36,604,1,1,0.22,26,0,0,3155,2317,0.39,0
31,12,19962,13722,24,593,6,1,0.34,9,0,2,2963,1545,0.69,1
54,2,103279,28402,12,751,12,1,0.3,114,1,2,4417,5571,0.28,0
54,1,32315,63359,24,716,9,1,0.29,9,1,4,3591,1545,1.96,1
20,0,40913,26437,36,590,8,1,0.0,19,1,1,602,3795,0.65,1
59,3,28032,10179,24,499,3,2,0.18,62,0,0,9798,2244,0.36,1
41,10,40972,9936,60,591,11,2,0.57,2,0,0,1836,436,0.24,1
48,7,32202,22498,36,693,1,0,0.4,51,0,0,3332,12885,0.7,0
27,6,68749,4865,24,597,2,1,0.31,25,1,0,40587,6446,0.07,0
30,0,51041,11057,12,676,11,1,0.05,0,1,4,15266,969,0.22,0
60,2,34873,11580,24,763,2,1,0.44,69,0,0,34017,1600,0.33,0
56,0,80654,18967,12,642,7,2,0.21,1,1,0,2181,3557,0.24,0
33,9,55686,19308,60,668,12,0,0.16,21,0,0,11802,2204,0.35,0
49,11,19476,8546,24,704,6,1,0.18,1,1,0,7973,2034,0.44,0
54,8,77641,10418,60,563,11,1,0.43,2,0,0,4602,3153,0.13,1
40,1,53768,17449,36,588,2,1,0.34,65,0,1,1996,2667,0.32,0
56,10,98259,8272,12,708,8,0,0.48,43,0,1,18061,2680,0.08,0
24,3,52154,27547,36,652,9,0,0.52,6,0,0,2651,1999,0.53,0
38,0,32996,19254,12,659,7,2,0.24,29,1,0,5787,3651,0.58,0
33,1,44260,14807,60,652,4,1,0.34,47,1,2,14701,2277,0.33,0
45,3,73273,16891,48,728,13,1,0.3,66,1,1,1522,2340,0.23,0
23,5,33343,10095,24,684,13,0,0.15,18,1,0,1330,8203,0.3,0
44,4,39334,9174,60,685,1,3,0.17,68,0,3,100642,2912,0.23,0
64,0,43877,10354,12,747,4,0,0.33,21,1,1,1750,2600,0.24,1
61,9,27592,18033,12,778,4,1,0.34,34,1,1,34203,680,0.65,0
44,4,33585,15072,12,829,8,1,0.34,115,0,3,4611,718,0.45,0
37,2,53437,10366,12,603,4,1,0.34,8,0,1,2948,6347,0.19,1
59,9,89432,20946,24,847,4,2,0.23,5,1,2,3321,3387,0.23,0
27,0,57444,12035,36,562,13,1,0.67,12,0,3,4561,4960,0.21,1
58,0,47909,8813,48,804,2,0,0.38,5,1,0,24477,2247,0.18,0
59,10,32349,15562,24,599,12,2,0.26,10,0,3,12177,2799,0.48,1
33,12,84760,7274,12,644,10,0,0.41,40,0,0,3812,1540,0.09,0
51,3,60885,4854,24,651,7,3,0.22,19,0,0,523,1755,0.08,1
57,4,34428,13318,60,580,4,1,0.35,14,0,2,5037,1143,0.39,0
52,0,76827,9005,12,656,11,1,0.41,13,0,3,5764,7840,0.12,1
42,5,64847,11470,48,584,6,1,0.43,6,0,2,22252,826,0.18,1
34,3,32638,7479,12,551,3,2,0.16,17,0,0,842,2535,0.23,1
52,4,46597,27594,48,646,7,2,0.8,29,1,1,2718,1521,0.59,1
44,6,38315,8983,48,777,6,2,0.53,4,0,1,2617,5151,0.23,0
36,0,182913,10309,36,629,3,0,0.65,108,1,0,4596,2322,0.06,0
52,3,63950,16759,36,725,4,1,0.31,17,0,4,5482,3003,0.26,0
66,0,53818,5849,24,582,10,2,0.39,88,1,0,8317,2271,0.11,1
21,3,62089,5595,24,547,14,0,0.36,4,1,0,505,607,0.09,1
33,4,97692,16790,48,686,5,3,0.27,43,0,0,6048,3312,0.17,0
59,5,47019,10229,12,790,9,3,0.46,28,1,1,6599,1621,0.22,0
59,5,36499,7778,60,666,14,0,0.22,51,0,2,5378,782,0.21,0
58,8,74767,19187,60,716,6,3,0.45,27,0,0,3971,383,0.26,0
25,0,44915,8207,12,769,13,1,0.28,98,1,2,81,735,0.18,0
25,0,28711,11330,12,647,4,0,0.41,29,0,0,9718,4190,0.39,0
22,7,26046,7803,36,637,11,0,0.57,46,0,1,1528,12557,0.3,0
26,0,105308,16027,60,687,11,2,0.33,63,1,2,10264,2059,0.15,0
27,5,52356,29710,48,702,7,1,0.47,37,1,0,22030,604,0.57,1
61,0,36505,4373,24,538,2,1,0.27,22,1,1,657,2858,0.12,0
34,11,43600,14293,36,673,4,2,0.17,9,0,2,9896,5914,0.33,0
66,6,73403,22335,60,649,5,1,0.6,57,1,1,1115,14963,0.3,0
48,4,42331,10374,12,586,4,0,0.46,19,1,1,4670,7262,0.25,1
52,9,23748,6777,60,644,4,1,0.33,29,1,2,4225,2313,0.29,0
49,0,57694,17198,48,556,11,2,0.45,2,0,4,12181,3403,0.3,1
58,1,89695,24367,36,529,13,1,0.2,20,1,0,10193,816,0.27,0
46,0,86745,22795,12,655,9,0,0.42,35,1,2,6731,4344,0.26,1
55,1,37061,16639,48,722,14,1,0.38,26,0,0,684,5051,0.45,0
48,5,92465,14168,24,622,11,0,0.45,17,1,0,240,115,0.15,0
57,6,54528,7789,36,573,13,2,0.6,7,0,0,14687,2115,0.14,1
52,8,91178,22452,48,585,2,1,0.57,11,0,4,12037,9312,0.25,1
56,0,65306,21719,48,693,6,2,0.14,36,1,1,1484,864,0.33,1
46,4,22907,6749,12,783,14,1,0.05,7,1,0,7456,174,0.29,0
52,0,117403,16625,24,711,8,2,0.39,29,0,0,3823,1753,0.14,1
23,4,50306,19765,48,754,8,3,0.38,26,0,3,18102,5905,0.39,0
41,14,65407,22680,36,566,11,1,0.18,105,1,1,5433,2809,0.35,0
21,6,25033,12771,48,644,7,2,0.21,1,1,0,14479,1862,0.51,0
29,8,63111,7986,60,731,10,1,0.23,3,1,3,2353,653,0.13,0
24,12,85089,9884,36,538,11,2,0.55,21,1,2,6919,540,0.12,0
29,9,129011,7300,36,597,4,0,0.28,22,1,0,2995,2210,0.06,0
52,3,98735,12956,48,725,7,1,0.12,1,0,1,2339,1695,0.13,0
57,0,64673,11520,12,670,13,2,0.34,52,1,3,300,4618,0.18,0
32,4,22647,48388,36,572,10,1,0.35,20,0,3,14885,2935,2.14,1
50,2,52372,22852,60,519,6,1,0.2,12,1,0,40120,798,0.44,0
66,0,36451,23902,12,756,11,2,0.44,11,0,0,929,2396,0.66,1
55,5,55132,17726,12,485,6,1,0.52,59,0,0,11297,1997,0.32,1
64,6,26684,10717,12,700,2,1,0.3,6,1,1,10746,289,0.4,0
43,12,44130,11324,36,607,8,1,0.12,5,1,2,2650,1140,0.26,0
34,3,37850,11964,12,733,8,0,0.31,7,1,0,2028,1931,0.32,1
48,6,37268,14957,48,566,14,1,0.4,29,1,2,20264,1596,0.4,0
27,2,37454,16873,12,850,11,2,0.03,49,0,2,17856,2558,0.45,0
24,8,45801,13365,60,682,7,0,0.42,12,1,2,8448,1970,0.29,0
48,4,56562,11222,24,695,11,2,0.29,5,0,3,2633,2630,0.2,1
66,0,14055,9353,60,588,9,1,0.36,7,0,1,18166,2172,0.67,1
23,4,14939,5793,36,639,8,0,0.31,28,0,0,1801,1762,0.39,0
31,6,41384,28854,12,641,14,3,0.24,8,1,2,27031,2154,0.7,0
64,6,44405,50177,12,793,9,0,0.33,62,1,2,34844,1214,1.13,0
21,9,53882,27435,48,682,9,1,0.27,3,1,0,20287,1144,0.51,0
46,0,34069,6276,12,693,6,1,0.3,0,0,2,7415,2014,0.18,0
50,1,49253,21422,60,692,2,1,0.22,2,0,0,231,198,0.43,0
55,7,52222,24692,36,700,12,1,0.43,56,0,0,3937,1202,0.47,0
55,2,33952,10487,24,538,7,1,0.54,31,0,0,40857,831,0.31,0
45,5,81367,17914,12,813,3,1,0.22,94,0,4,15130,725,0.22,0
62,0,53556,10160,24,579,13,1,0.33,12,1,1,8286,1278,0.19,0
46,15,64439,33434,12,646,7,0,0.19,7,1,0,2171,413,0.52,0
24,3,50737,16634,36,772,9,1,0.41,24,0,4,16802,1284,0.33,0
39,9,140341,7705,60,804,10,2,0.38,23,0,2,744,2331,0.05,0
30,3,66052,19967,36,714,14,1,0.26,26,1,2,4003,5741,0.3,0
29,6,38407,25216,24,609,10,1,0.34,12,1,0,39650,20314,0.66,0
59,10,73901,15046,12,660,2,1,0.48,0,1,0,1871,241,0.2,0
57,9,21616,17812,24,663,14,0,0.11,1,0,1,10209,647,0.82,0
25,4,52041,12812,60,666,13,1,0.16,32,0,2,596,1284,0.25,0
27,4,57502,6764,36,551,6,4,0.44,22,1,2,2247,2105,0.12,1
42,9,52339,12197,24,750,13,0,0.36,51,0,2,6095,2699,0.23,0
66,14,41485,18284,24,660,6,1,0.34,10,1,2,7512,924,0.44,0
45,5,29550,12371,60,592,9,0,0.49,50,0,0,58743,112,0.42,0
65,12,33035,21600,12,610,13,1,0.46,16,0,2,2684,5642,0.65,1
62,4,51587,10558,24,671,9,0,0.61,3,1,1,10029,3142,0.2,0
31,8,28092,10982,60,537,13,0,0.48,114,0,0,9697,3962,0.39,1
45,9,118786,21997,12,720,5,0,0.43,21,1,0,2424,1427,0.19,0
32,3,13089,15261,12,668,14,1,0.34,29,0,2,15477,2660,1.17,0
59,2,41701,10435,36,775,5,2,0.33,33,1,3,10957,200,0.25,0
37,9,51802,24841,60,656,9,2,0.35,13,0,0,3539,557,0.48,0
44,2,63177,8837,12,563,8,3,0.38,41,0,0,6208,6725,0.14,0
52,1,31009,8637,36,554,7,0,0.17,61,0,0,1553,1870,0.28,0
66,2,86434,2446,48,618,8,1,0.39,14,1,3,1698,14132,0.03,0
59,2,24418,9581,60,627,6,1,0.31,32,1,2,4789,618,0.39,0
62,8,36935,29296,48,604,3,2,0.4,42,0,4,12051,29952,0.79,1
31,7,66861,3853,12,660,7,1,0.26,6,1,3,3293,35063,0.06,0
63,7,82462,7546,60,602,8,2,0.25,12,1,0,2345,889,0.09,1
55,6,24294,17386,36,670,8,3,0.38,3,1,0,3726,1096,0.72,1
67,2,183968,3474,12,608,1,2,0.42,27,1,1,13284,7166,0.02,1
23,7,31296,9833,60,700,7,1,0.26,48,1,0,970,973,0.31,0
24,9,25435,26489,60,625,3,2,0.55,28,1,0,13816,1349,1.04,1
56,7,63029,45515,48,749,2,1,0.55,5,0,0,9084,807,0.72,0
27,6,41185,15901,12,702,14,0,0.11,23,0,2,964,831,0.39,0
61,1,38252,7662,36,665,2,1,0.23,54,1,1,3705,2058,0.2,0
68,5,66027,7509,36,633,14,1,0.37,10,0,0,10543,1338,0.11,0
47,1,22841,14573,12,528,14,0,0.41,53,0,1,496,181,0.64,1
50,4,20929,15812,12,763,8,2,0.67,46,1,0,1418,8823,0.76,1
28,0,36362,40731,24,595,9,0,0.37,0,0,2,790,10501,1.12,1
48,0,84031,23920,48,657,3,0,0.33,8,1,2,2456,3176,0.28,1
33,4,37159,14051,12,677,14,1,0.18,23,1,0,17073,2076,0.38,0
59,2,109051,10925,12,635,3,2,0.11,37,1,2,12809,645,0.1,0
60,5,89367,81538,24,758,6,0,0.33,63,0,1,2679,1087,0.91,1
41,4,56470,19456,24,552,11,2,0.66,30,0,0,16894,5991,0.34,1
30,5,58096,8944,60,788,10,1,0.32,14,1,0,10895,3490,0.15,0
42,7,56443,11675,36,703,1,0,0.23,6,0,4,22700,2983,0.21,0
20,3,53096,7891,48,630,6,2,0.42,42,0,0,4419,3126,0.15,0
65,4,40818,3156,60,631,12,2,0.05,6,1,1,9385,5818,0.08,1
56,10,43256,16116,12,472,3,0,0.36,35,0,2,281021,4933,0.37,0
40,5,28710,38928,24,582,11,4,0.47,5,1,0,3389,3859,1.36,1
45,4,16235,5022,36,621,4,0,0.21,2,1,0,4546,1232,0.31,1
65,5,85138,13810,60,664,9,1,0.56,8,0,3,4061,11531,0.16,0
55,4,53030,8741,36,750,3,4,0.45,10,0,0,4408,1060,0.16,1
42,2,49173,18267,24,813,1,0,0.56,31,0,2,9601,695,0.37,0
20,1,59827,12047,60,671,3,1,0.14,5,0,2,5269,972,0.2,0
59,1,32396,5907,60,666,7,3,0.32,79,1,2,955,487,0.18,1
34,8,29716,7415,36,610,13,0,0.49,24,0,4,5022,3435,0.25,0
40,2,42538,8117,24,512,7,1,0.13,20,0,2,2613,1781,0.19,1
66,4,97153,29929,12,601,11,2,0.49,17,1,2,617,6257,0.31,0
28,7,27326,29026,60,633,5,1,0.32,25,1,3,19419,122,1.06,0
28,3,13180,11083,12,728,14,1,0.49,0,0,3,2596,2280,0.84,1
29,7,37771,27908,24,691,1,3,0.38,120,1,4,7785,1362,0.74,1
45,0,86798,12041,60,667,11,2,0.56,24,0,2,111,1236,0.14,1
60,4,20614,10981,60,603,8,3,0.16,1,1,0,8943,575,0.53,1
54,5,27169,13825,12,491,10,1,0.4,26,1,2,3374,1896,0.51,1
44,5,55925,15849,48,496,8,2,0.12,17,1,0,760,779,0.28,1
45,0,177185,9573,12,516,10,2,0.41,0,1,0,2534,9620,0.05,1
30,9,24856,13536,12,626,12,1,0.4,77,0,0,2156,3603,0.54,0
57,1,24380,21426,48,729,10,4,0.31,0,1,3,12098,5321,0.88,1
21,6,58066,14439,24,727,13,1,0.23,25,1,0,5478,266,0.25,0
26,5,89530,13707,24,713,10,3,0.3,97,0,2,790,4789,0.15,1
37,9,35880,17970,60,608,2,1,0.36,8,0,1,8318,4317,0.5,0
46,13,21792,19930,36,741,10,1,0.39,8,1,0,409,1156,0.91,0
53,0,60893,12867,36,575,3,0,0.64,0,0,1,1273,1472,0.21,1
46,2,66664,10051,60,718,4,2,0.48,2,1,2,5001,613,0.15,1
36,5,119291,14965,36,516,1,3,0.26,1,1,3,2323,1289,0.13,0
62,0,68082,5133,12,555,4,2,0.44,51,1,0,20538,3364,0.08,1
63,8,74163,11775,12,782,5,2,0.48,54,0,0,6022,865,0.16,0
43,8,42998,3032,48,633,3,0,0.25,38,0,2,10416,1881,0.07,0
44,7,166167,4887,48,595,14,2,0.46,13,0,0,10938,29738,0.03,1
26,5,40172,4466,60,738,11,1,0.13,51,1,0,2887,616,0.11,0
25,10,36099,25044,60,747,10,0,0.25,23,1,0,1368,2605,0.69,1
43,0,121146,13472,60,615,2,1,0.14,10,1,2,4628,579,0.11,1
52,5,23455,6265,12,672,13,1,0.32,17,1,0,13914,352,0.27,0
68,2,19463,17937,36,660,6,1,0.28,2,1,1,3717,4355,0.92,1
48,8,52040,24177,60,423,8,0,0.29,86,0,4,9988,1155,0.46,1
62,0,48978,18125,60,538,7,2,0.47,28,1,2,4756,10501,0.37,1
41,4,43741,11929,12,725,11,1,0.36,39,0,0,762,3376,0.27,0
45,6,80576,15359,12,583,14,1,0.47,33,0,1,844,761,0.19,1
47,1,31129,22945,12,692,1,1,0.59,33,0,0,32047,689,0.74,0
69,2,50619,10081,36,671,4,0,0.66,0,0,0,1210,3994,0.2,0
40,5,40943,13601,60,747,3,2,0.33,22,0,0,2286,567,0.33,0
68,8,31394,11449,24,540,6,0,0.43,51,0,1,14781,550,0.36,1
26,0,47528,5074,24,681,9,1,0.33,1,0,1,1174,272,0.11,1
36,1,75079,23154,60,644,9,3,0.5,93,1,3,2164,3589,0.31,1
39,9,141532,45906,60,586,7,2,0.47,16,0,3,3812,742,0.32,1
60,3,65493,7908,60,586,12,0,0.25,10,1,0,3259,2685,0.12,0
68,1,13968,23803,60,668,9,2,0.27,22,0,2,1533,431,1.7,1
39,7,48094,8061,36,700,8,2,0.56,48,0,0,3896,298,0.17,0
41,3,50256,14467,24,655,5,0,0.27,19,0,2,11102,3990,0.29,0
47,9,78284,33017,48,657,9,1,0.33,31,0,0,4240,1518,0.42,1
59,2,53766,9776,24,610,14,0,0.45,20,1,3,2230,857,0.18,0
68,4,91724,13242,24,615,7,1,0.33,29,0,3,15295,1058,0.14,0
26,8,59625,4532,12,586,5,1,0.58,4,0,0,38091,1062,0.08,0
20,4,106873,8968,60,608,8,1,0.5,1,0,2,15462,16944,0.08,0
51,8,39364,4256,60,697,7,0,0.22,4,1,2,1276,2421,0.11,0
32,4,52689,17283,60,706,9,1,0.26,10,1,1,1318,2106,0.33,0
49,12,74111,22004,12,547,10,2,0.44,8,0,2,8303,789,0.3,1
42,11,36823,11696,36,578,1,1,0.34,28,0,2,6034,4296,0.32,1
38,0,33024,15859,36,593,13,2,0.06,18,0,3,1130,509,0.48,1
51,7,35786,10988,48,644,9,1,0.2,1,0,2,6930,3198,0.31,1
49,1,33704,20833,36,515,7,3,0.39,1,0,1,5533,3217,0.62,1
48,5,63658,14438,36,579,1,0,0.48,2,1,2,28955,5537,0.23,0
68,5,19586,4058,60,539,1,0,0.49,13,1,4,2914,207,0.21,1
64,0,22516,23481,24,682,5,0,0.64,0,1,0,25949,6247,1.04,0
48,9,124414,10575,36,647,8,2,0.25,20,1,0,27350,2668,0.08,0
49,5,34113,6233,36,612,9,3,0.25,13,0,2,2191,788,0.18,1
35,3,54176,10266,12,564,12,2,0.35,24,0,4,7516,168,0.19,0
59,3,23281,4267,48,614,6,2,0.1,38,0,0,3813,1156,0.18,0
38,5,51382,6311,12,604,12,1,0.35,8,1,1,3630,2220,0.12,0
37,6,34217,14556,60,780,13,2,0.32,5,0,0,6604,339,0.43,0
20,4,22436,15306,24,729,10,2,0.47,9,1,2,1904,709,0.68,1
33,0,95650,16056,48,594,12,0,0.49,0,0,3,724,450,0.17,1
66,5,88546,13385,12,663,8,1,0.4,3,0,1,2595,1120,0.15,0
69,0,46458,8815,36,725,6,0,0.35,41,1,1,20273,546,0.19,0
21,4,80798,12930,36,594,11,0,0.4,7,0,3,3850,19678,0.16,0
47,0,126962,10277,48,536,6,1,0.23,120,0,0,4779,4675,0.08,0
68,0,71470,5036,36,506,4,3,0.34,5,0,3,12723,535,0.07,1
69,9,62307,8404,12,751,11,5,0.35,46,0,1,722,628,0.13,1
49,3,54147,22781,12,634,5,1,0.34,36,1,1,8324,354,0.42,0
57,3,67829,34647,36,673,14,2,0.32,11,1,1,36454,1532,0.51,0
23,6,40865,19747,36,604,2,0,0.26,12,0,2,5485,12742,0.48,1
20,3,42688,33732,60,548,3,2,0.2,24,0,3,489,6748,0.79,1
27,13,61417,14062,24,563,3,2,0.32,57,0,4,4484,2248,0.23,0
48,3,38679,38003,48,542,14,0,0.44,14,1,2,10221,1308,0.98,1
58,6,40827,45829,12,717,12,0,0.09,1,0,0,5622,3316,1.12,0
22,8,49025,4721,48,769,11,0,0.28,14,0,0,6815,2459,0.1,0
51,11,87142,15258,60,652,5,0,0.66,6,0,1,7872,2910,0.18,0
29,2,27824,14070,12,528,14,4,0.32,84,0,3,1605,2246,0.51,1
29,3,71652,10358,60,689,5,2,0.37,35,1,1,1865,2949,0.14,0
38,10,72831,17946,60,751,6,0,0.63,1,1,4,3154,378,0.25,0
65,8,72613,13693,36,727,5,3,0.4,10,0,4,7873,1583,0.19,0
53,9,32748,8593,48,647,12,0,0.4,1,1,1,1179,2337,0.26,0
52,0,21029,13148,48,631,6,2,0.21,53,0,3,57965,1120,0.63,0
42,11,64851,27522,36,647,8,1,0.4,71,0,4,268,458,0.42,0
47,1,53839,14906,48,748,2,1,0.35,3,0,2,633,1818,0.28,1
51,5,80998,19461,36,710,4,3,0.49,17,0,2,9551,173283,0.24,0
69,4,34535,11313,12,619,13,0,0.54,80,1,2,8613,731,0.33,1
26,1,71686,17522,60,617,6,2,0.35,4,1,0,4505,1546,0.24,0
48,0,83050,6467,60,611,12,1,0.41,10,0,2,11063,7241,0.08,0
27,0,46739,9898,48,564,5,2,0.07,10,0,0,9713,12713,0.21,0
20,5,60383,12561,24,758,1,0,0.01,0,0,0,4915,951,0.21,0
22,0,59336,6211,60,586,9,2,0.51,1,1,3,6781,5224,0.1,1
43,0,32508,8118,36,689,3,2,0.0,91,1,2,113,4317,0.25,0
42,4,63930,16120,24,597,2,2,0.4,25,0,0,4188,1035,0.25,0
27,0,110331,14442,24,611,9,1,0.32,10,1,1,4641,3595,0.13,1
66,8,49568,21672,60,640,7,0,0.53,14,1,4,48795,1494,0.44,0
56,0,23612,9317,60,693,5,3,0.34,37,0,3,1824,907,0.39,1
22,4,34765,13829,60,629,12,0,0.62,13,0,0,4707,11979,0.4,0
52,5,20136,8927,36,558,6,0,0.32,7,1,4,27129,3693,0.44,0
47,7,93445,20407,24,651,12,2,0.52,3,0,1,9625,284,0.22,0
66,4,71829,27294,48,588,11,0,0.13,39,0,2,5065,1571,0.38,1
27,13,38151,17854,36,773,4,2,0.0,5,0,2,15596,1021,0.47,0
53,5,24124,25253,12,629,1,1,0.35,2,0,3,1898,1434,1.05,1
54,9,32317,13622,60,596,4,3,0.14,16,1,3,38963,3189,0.42,0
51,2,35627,21662,24,807,9,1,0.34,1,0,0,10625,2496,0.61,0
43,5,51777,13978,36,709,1,0,0.29,100,0,2,698,8755,0.27,0
33,11,50913,7223,12,578,10,6,0.44,29,0,1,2377,6932,0.14,1
51,4,95866,15491,36,586,3,0,0.19,4,1,1,369,475,0.16,0
65,5,34669,7352,36,687,5,0,0.41,5,0,1,12770,1622,0.21,0
62,8,23061,54365,48,653,7,0,0.48,25,1,1,9664,212,2.36,1
35,2,27488,10933,48,721,9,4,0.32,13,0,1,2828,604,0.4,1
23,0,48459,19673,36,596,6,1,0.42,44,1,0,20752,180,0.41,0
56,6,34052,13260,12,706,3,2,0.2,23,1,2,4446,322,0.39,0
40,8,42361,6373,24,470,13,0,0.29,17,1,2,114469,8434,0.15,0
33,0,39065,4276,24,637,7,3,0.15,98,0,1,1165,4138,0.11,1
50,7,80428,20939,60,600,14,1,0.7,14,1,4,10615,3564,0.26,1
67,7,36552,33846,60,613,4,0,0.53,15,0,0,3050,6587,0.93,1
37,0,40592,8596,24,641,3,1,0.6,32,1,1,2181,3547,0.21,1
26,1,70167,4944,36,741,14,1,0.53,49,0,1,3993,1647,0.07,0
29,3,36956,10991,36,557,7,1,0.25,29,1,0,7634,945,0.3,0
26,4,60573,7613,48,474,11,1,0.12,35,0,0,5270,11675,0.13,0
52,2,57857,9043,48,566,11,3,0.29,14,1,3,11083,7608,0.16,0
42,1,52621,19268,60,731,7,1,0.42,19,1,1,10181,1420,0.37,0
40,11,27800,12961,24,518,4,2,0.31,6,0,1,28049,4189,0.47,0
38,4,90661,8121,36,604,12,1,0.01,34,1,1,1162,83,0.09,0
67,2,148797,19017,24,717,7,1,0.46,7,0,3,758,4427,0.13,0
38,4,49237,19932,12,645,11,0,0.11,0,1,1,4530,1042,0.4,0
55,7,29051,10913,24,740,14,0,0.29,81,1,3,1896,35729,0.38,0
48,5,49739,14512,12,487,2,0,0.61,10,1,0,14026,6410,0.29,1
37,4,80412,18256,48,624,1,0,0.36,6,0,1,1364,206,0.23,0
21,2,36040,17251,48,756,12,1,0.51,9,0,0,2541,826,0.48,1
20,2,45961,13689,60,559,2,0,0.4,12,1,2,3298,1932,0.3,0
66,2,58123,31557,24,732,4,0,0.2,19,1,2,40889,1725,0.54,0
24,6,89457,18950,24,631,8,6,0.46,2,0,1,61645,1641,0.21,0
39,1,72237,10194,12,684,3,0,0.34,1,0,0,1249,5341,0.14,0
30,6,73749,10231,48,751,10,1,0.13,10,0,1,352,997,0.14,0
61,10,39611,9558,12,684,6,2,0.1,10,1,0,2468,1669,0.24,0
21,6,59931,19521,48,602,6,0,0.41,3,1,1,4701,9688,0.33,1
22,3,34167,9194,12,694,13,1,0.67,15,0,3,4675,9861,0.27,0
42,0,74814,10353,48,597,9,0,0.19,10,0,2,4442,5300,0.14,0
31,11,87169,25205,12,671,9,1,0.21,0,1,0,13083,1230,0.29,0
39,0,64646,14987,48,549,4,1,0.41,65,0,4,3030,830,0.23,1
24,8,40794,27422,12,652,9,2,0.15,65,1,3,6348,1727,0.67,1
56,7,44273,21565,24,745,13,2,0.7,7,0,1,10653,1865,0.49,0
57,4,120965,6594,60,626,6,2,0.22,5,1,1,6395,1739,0.05,0
49,3,41136,12565,12,737,2,1,0.28,23,1,3,11057,3333,0.31,0
28,0,82867,24196,60,850,10,0,0.23,29,0,2,633,2688,0.29,0
53,6,58072,6416,24,647,14,2,0.49,94,0,1,5638,2567,0.11,0
63,7,41478,17185,24,699,11,1,0.67,14,1,2,6475,1082,0.41,0
54,0,25026,13048,48,688,6,4,0.24,28,0,0,4029,483,0.52,1
41,4,54491,4661,60,668,2,1,0.48,63,1,3,2399,3882,0.09,0
63,5,51305,14354,36,713,8,1,0.15,17,0,1,8547,1932,0.28,0
43,7,120966,8083,48,630,4,1,0.49,3,1,2,5696,2834,0.07,0
